1.1660391,10.873643,0.48061317,13.167289
82.626274,11.423662,0.33824384,11.532926
44.104153,7.598641,0.65056914,16.011665
11.14323,16.046629,0.21459879,10.770494
17.407473,16.35212,0.19694634,8.015939
16.530792,13.489277,0.2914335,5.3204317
17.132435,15.530102,0.20457813,9.999774
18.4616,13.161187,0.5753952,13.21372
22.533245,7.1169424,0.58514327,10.020634
17.556137,5.6659727,0.67303836,9.70164
17.565897,5.1985297,0.6517893,14.041352
16.16661,10.56792,0.24158613,14.352075
16.580173,3.9842186,0.81028086,19.48488
16.451954,10.44699,0.23105466,13.82422
16.063602,5.977094,0.76908255,19.601473
16.443996,3.7374654,0.8125298,20.908192
16.10466,2.6531758,0.7846117,14.367734
16.171957,10.120763,0.25681943,15.54101
16.34516,10.268392,0.25082776,15.8165
16.464573,9.122201,0.62007296,12.37997
17.625385,3.6432874,0.8676531,19.07857
16.057346,9.939043,0.25198385,15.867925
16.332333,2.8985252,0.879554,22.621517
16.285358,1.9305999,0.89757454,24.534645
17.492907,9.873822,0.24549972,15.348416
19.839146,2.547547,0.8791185,19.678534
17.347006,9.853414,0.24603134,15.315278
17.196949,9.658472,0.2503811,15.191545
16.816744,9.561662,0.2520661,15.057865
17.778164,9.709653,0.2432228,14.745056
16.893991,3.8262577,0.78515327,20.794987
22.342724,9.631598,0.25023052,14.66662
17.257576,2.6544738,0.8718654,20.493645
17.234241,9.585189,0.24882378,14.497186
16.56926,9.598356,0.24256602,14.040663
16.578257,9.500037,0.24410105,14.160386
17.136845,9.551747,0.24938446,14.584732
18.386747,2.3130631,0.78864914,20.977829
17.010403,1.5991222,0.90659404,25.874882
16.374971,1.429713,0.9378635,27.27362
16.963737,2.3568761,0.8975219,25.804693
16.471476,2.1609159,0.8863863,25.769457
16.581154,1.5475314,0.9246671,27.24646
16.027842,9.129886,0.25429294,14.516995
16.072773,9.294759,0.24505953,14.361302
16.321676,1.8032194,0.7862328,22.261234
16.029564,9.036984,0.25451875,14.838515
16.019857,1.6419795,0.76562476,18.133015
15.967044,4.502919,0.6992382,11.849879
15.956454,4.1009192,0.5383031,11.293892
15.975852,2.799794,0.832301,18.188215
16.011894,9.558249,0.22062087,11.370455
16.05978,2.298066,0.8857363,16.723661
16.058075,0.9764317,0.9275295,22.281832
16.063166,9.551879,0.21446836,11.335717
16.02006,9.260156,0.23501495,12.331504
15.98168,8.966836,0.25801557,13.807317
15.989037,1.6519846,0.8946111,23.320784
15.958965,9.006358,0.26909474,15.277939
15.98588,2.3450227,0.7166602,14.924798
15.976136,1.9213386,0.7812063,15.587783
15.978641,8.896918,0.26881057,15.509848
15.977959,1.277787,0.7859159,16.153625
15.985793,8.937181,0.26775673,15.671068
16.083302,2.7004602,0.8017492,14.435739
15.972639,2.0477917,0.7709656,13.373599
15.963434,8.860551,0.26303735,14.931524
15.957675,8.882864,0.25967222,14.029197
15.95836,2.4133446,0.858948,18.672787
15.957374,9.106293,0.23983924,13.024709
15.960271,9.028925,0.24071388,13.26372
15.987927,2.4437866,0.80369943,16.905619
15.989553,2.759114,0.85037434,18.46937
15.964288,8.8256855,0.2538232,13.804283
15.990941,3.9478478,0.59757996,10.655202
15.9821825,1.726637,0.92406386,26.93982
15.971589,1.9048202,0.88512677,19.104311
15.964216,2.385039,0.71488327,21.525124
15.961506,2.4454954,0.73547614,12.221408
15.958642,1.8169261,0.8423385,21.26493
15.961842,1.5072875,0.78225756,19.570238
15.966825,1.8721726,0.8964524,23.67591
15.966785,8.797789,0.24388699,12.815072
15.962372,1.3566035,0.87806165,19.76358
15.969433,1.21697,0.93112624,27.269312
15.967285,8.750285,0.25289068,14.556207
15.971374,2.0691793,0.76787275,18.170958
15.963731,3.88127,0.72134304,14.953292
15.960755,8.646687,0.26277006,14.775975
15.963037,1.421702,0.85078406,20.762112
15.957787,8.776492,0.2569993,14.239926
15.960131,1.9861608,0.7656076,15.903039
15.959601,8.811643,0.25572395,13.808462
15.961684,1.4698075,0.8981327,22.582499
15.961418,8.819641,0.25662112,13.741301
15.962318,8.626037,0.2620717,13.921721
15.970504,1.0656203,0.93961406,27.544067
15.964926,1.2619433,0.8943533,26.520933
15.965744,8.667395,0.26640496,14.684397
15.961585,1.173482,0.8857209,24.287245
15.968548,2.4505086,0.78292733,16.306475
15.964417,8.778339,0.2633528,15.110786
15.960757,1.0549779,0.9172325,21.648645
15.958686,0.9946039,0.94676715,25.572136
15.962494,1.0474856,0.8659767,20.885841
15.964877,1.2654041,0.87700444,18.882364
15.961253,8.638213,0.26051855,13.868638
15.9608345,8.802261,0.25395238,13.617699
15.960436,8.822741,0.25904348,13.6328125
15.960426,0.9647001,0.8903409,22.785807
15.963,1.7398007,0.7598073,17.46752
15.959086,1.276368,0.91751647,22.52725
15.959304,8.586512,0.25740397,13.742799
15.960341,8.479313,0.26603967,13.929703
15.961257,0.50293285,0.9346274,26.91173
15.961844,0.51123965,0.92942643,31.588186
15.963704,8.483183,0.2684733,14.87184
15.963776,1.0342686,0.81181014,20.956572
15.964743,8.467012,0.27041227,15.275168
